datetime,count
2011-01-24 06:00:00,32.4
2011-01-24 07:00:00,80.27
2011-01-24 08:00:00,163.99
2011-01-24 09:00:00,100.42
2011-01-24 10:00:00,43.93
2011-01-24 11:00:00,38.61
2011-01-24 12:00:00,52.55
2011-01-24 13:00:00,48.46
2011-01-24 14:00:00,44.37
2011-01-24 15:00:00,57.19
2011-01-24 16:00:00,63.47
2011-01-24 17:00:00,141.87
2011-01-24 18:00:00,140.16
2011-01-24 19:00:00,96.63
2011-01-24 20:00:00,62.28
2011-01-24 21:00:00,43.92
2011-01-24 22:00:00,27.0
2011-01-24 23:00:00,19.09
2011-01-25 00:00:00,8.72
2011-01-25 01:00:00,3.73
2011-01-25 02:00:00,2.46
2011-01-25 04:00:00,1.74
2011-01-25 05:00:00,5.87
2011-01-25 06:00:00,33.62
2011-01-25 07:00:00,80.24
2011-01-25 08:00:00,157.62
2011-01-25 09:00:00,112.82
2011-01-25 10:00:00,56.6
2011-01-25 11:00:00,62.44
2011-01-25 12:00:00,74.86
2011-01-25 13:00:00,77.12
2011-01-25 14:00:00,72.92
2011-01-25 15:00:00,74.01
2011-01-25 16:00:00,88.86
2011-01-25 17:00:00,203.89
2011-01-25 18:00:00,189.53
2011-01-25 19:00:00,110.67
2011-01-25 20:00:00,75.16
2011-01-25 21:00:00,50.03
2011-01-25 22:00:00,39.1
2011-01-25 23:00:00,20.28
2011-01-26 00:00:00,8.93
2011-01-26 01:00:00,5.24
2011-01-26 02:00:00,2.88
2011-01-26 05:00:00,2.91
2011-01-26 06:00:00,30.33
2011-01-26 07:00:00,68.31
2011-01-26 08:00:00,131.32
2011-01-26 09:00:00,97.99
2011-01-26 10:00:00,69.56
2011-01-26 11:00:00,68.19
2011-01-26 12:00:00,67.53
2011-01-26 13:00:00,66.52
2011-01-26 14:00:00,64.0
2011-01-26 15:00:00,66.03
2011-01-26 16:00:00,75.62
2011-01-26 17:00:00,116.15
2011-01-27 16:00:00,74.0
2011-01-27 17:00:00,162.83
2011-01-27 18:00:00,134.56
2011-01-27 19:00:00,100.05
2011-01-27 20:00:00,74.83
2011-01-27 21:00:00,54.88
2011-01-27 22:00:00,39.78
2011-01-27 23:00:00,23.29
2011-01-28 00:00:00,12.82
2011-01-28 01:00:00,7.52
2011-01-28 02:00:00,2.95
2011-01-28 03:00:00,1.91
2011-01-28 05:00:00,5.5
2011-01-28 06:00:00,29.63
2011-01-28 07:00:00,79.62
2011-01-28 08:00:00,165.54
2011-01-28 09:00:00,84.39
2011-01-28 10:00:00,48.38
2011-01-28 11:00:00,55.06
2011-01-28 12:00:00,57.88
2011-01-28 13:00:00,57.44
2011-01-28 14:00:00,47.78
2011-01-28 15:00:00,52.72
2011-01-28 16:00:00,64.1
2011-01-28 17:00:00,147.16
2011-01-28 18:00:00,146.59
2011-01-28 19:00:00,102.52
2011-01-28 20:00:00,73.74
2011-01-28 21:00:00,49.6
2011-01-28 22:00:00,43.28
2011-01-28 23:00:00,27.19
2011-01-29 00:00:00,28.56
2011-01-29 01:00:00,20.06
2011-01-29 02:00:00,15.93
2011-01-29 03:00:00,13.32
2011-01-29 04:00:00,2.88
2011-01-29 06:00:00,3.42
2011-01-29 07:00:00,13.06
2011-01-29 08:00:00,33.02
2011-01-29 09:00:00,45.02
2011-01-29 10:00:00,61.13
2011-01-29 11:00:00,66.11
2011-01-29 12:00:00,71.15
2011-01-29 13:00:00,82.19
2011-01-29 14:00:00,76.31
2011-01-29 15:00:00,72.77
2011-01-29 16:00:00,82.23
2011-01-29 17:00:00,86.4
2011-01-29 18:00:00,76.49
2011-01-29 19:00:00,57.52
2011-01-29 20:00:00,43.4
2011-01-29 21:00:00,38.48
2011-01-29 22:00:00,35.74
2011-01-29 23:00:00,25.94
2011-01-30 00:00:00,30.37
2011-01-30 01:00:00,24.05
2011-01-30 02:00:00,21.54
2011-01-30 03:00:00,12.38
2011-01-30 04:00:00,4.89
2011-01-30 05:00:00,4.9
2011-01-30 07:00:00,9.64
2011-01-30 08:00:00,15.36
2011-01-30 09:00:00,27.44
2011-01-30 10:00:00,59.27
2011-01-30 11:00:00,69.03
2011-01-30 12:00:00,114.47
2011-01-30 13:00:00,95.7
2011-01-30 14:00:00,100.34
2011-01-30 15:00:00,108.14
2011-01-30 16:00:00,105.9
2011-01-30 17:00:00,79.51
2011-01-30 18:00:00,67.67
2011-01-30 19:00:00,43.69
2011-01-30 20:00:00,35.28
2011-01-30 21:00:00,29.62
2011-01-30 22:00:00,27.81
2011-01-30 23:00:00,23.44
2011-01-31 00:00:00,11.39
2011-01-31 01:00:00,4.47
2011-01-31 02:00:00,2.74
2011-01-31 03:00:00,2.16
2011-01-31 04:00:00,1.92
2011-01-31 05:00:00,2.54
2011-01-31 06:00:00,32.64
2011-01-31 07:00:00,80.77
2011-01-31 08:00:00,160.8
2011-01-31 09:00:00,94.09
2011-01-31 10:00:00,40.25
2011-01-31 11:00:00,39.53
2011-01-31 12:00:00,59.94
2011-01-31 13:00:00,54.83
2011-01-31 14:00:00,53.33
2011-01-31 15:00:00,49.97
2011-01-31 16:00:00,60.52
2011-01-31 17:00:00,143.48
2011-01-31 18:00:00,140.38
2011-01-31 19:00:00,121.74
2011-01-31 20:00:00,61.99
2011-01-31 21:00:00,40.1
2011-01-31 22:00:00,32.53
2011-01-31 23:00:00,17.3
2011-02-20 00:00:00,37.45
2011-02-20 01:00:00,26.49
2011-02-20 02:00:00,23.16
2011-02-20 03:00:00,9.12
2011-02-20 04:00:00,2.8
2011-02-20 06:00:00,5.66
2011-02-20 07:00:00,15.83
2011-02-20 08:00:00,30.97
2011-02-20 09:00:00,49.16
2011-02-20 10:00:00,95.93
2011-02-20 11:00:00,122.37
2011-02-20 12:00:00,146.31
2011-02-20 13:00:00,165.95
2011-02-20 14:00:00,159.72
2011-02-20 15:00:00,163.5
2011-02-20 16:00:00,157.04
2011-02-20 17:00:00,130.37
2011-02-20 18:00:00,100.86
2011-02-20 19:00:00,72.79
2011-02-20 20:00:00,55.31
2011-02-20 21:00:00,45.79
2011-02-20 22:00:00,36.58
2011-02-20 23:00:00,33.02
2011-02-21 00:00:00,20.93
2011-02-21 01:00:00,18.12
2011-02-21 02:00:00,9.84
2011-02-21 03:00:00,4.0
2011-02-21 04:00:00,3.82
2011-02-21 05:00:00,6.9
2011-02-21 06:00:00,35.91
2011-02-21 07:00:00,60.39
2011-02-21 08:00:00,65.29
2011-02-21 09:00:00,77.21
2011-02-21 10:00:00,86.57
2011-02-21 11:00:00,87.84
2011-02-21 12:00:00,89.9
2011-02-21 13:00:00,83.2
2011-02-21 14:00:00,92.61
2011-02-21 15:00:00,94.72
2011-02-21 16:00:00,89.7
2011-02-21 17:00:00,104.77
2011-02-21 18:00:00,91.25
2011-02-21 19:00:00,78.75
2011-02-21 20:00:00,52.53
2011-02-21 21:00:00,38.8
2011-02-21 22:00:00,29.59
2011-02-21 23:00:00,19.02
2011-02-22 06:00:00,32.39
2011-02-22 07:00:00,85.31
2011-02-22 08:00:00,185.54
2011-02-22 09:00:00,126.47
2011-02-22 10:00:00,47.56
2011-02-22 11:00:00,52.15
2011-02-22 12:00:00,59.42
2011-02-22 13:00:00,67.38
2011-02-22 14:00:00,64.55
2011-02-22 15:00:00,70.26
2011-02-22 16:00:00,73.96
2011-02-22 17:00:00,167.84
2011-02-22 18:00:00,162.31
2011-02-22 19:00:00,100.89
2011-02-22 20:00:00,75.8
2011-02-22 21:00:00,57.49
2011-02-22 22:00:00,31.87
2011-02-22 23:00:00,19.92
2011-02-23 00:00:00,11.93
2011-02-23 01:00:00,4.76
2011-02-23 02:00:00,2.08
2011-02-23 03:00:00,1.56
2011-02-23 05:00:00,6.56
2011-02-23 06:00:00,32.85
2011-02-23 07:00:00,86.58
2011-02-23 08:00:00,200.37
2011-02-23 09:00:00,126.99
2011-02-23 10:00:00,55.39
2011-02-23 11:00:00,63.69
2011-02-23 12:00:00,70.69
2011-02-23 13:00:00,75.47
2011-02-23 14:00:00,76.42
2011-02-23 15:00:00,73.14
2011-02-23 16:00:00,101.31
2011-02-23 17:00:00,208.35
2011-02-23 18:00:00,193.46
2011-02-23 19:00:00,137.14
2011-02-23 20:00:00,77.81
2011-02-23 21:00:00,64.75
2011-02-23 22:00:00,45.65
2011-02-23 23:00:00,26.9
2011-02-24 00:00:00,10.33
2011-02-24 01:00:00,5.19
2011-02-24 02:00:00,2.52
2011-02-24 03:00:00,1.76
2011-02-24 05:00:00,6.04
2011-02-24 06:00:00,33.71
2011-02-24 07:00:00,99.59
2011-02-24 08:00:00,236.42
2011-02-24 09:00:00,129.21
2011-02-24 10:00:00,66.81
2011-02-24 11:00:00,79.9
2011-02-24 12:00:00,91.57
2011-02-24 13:00:00,87.58
2011-02-24 14:00:00,87.67
2011-02-24 15:00:00,49.85
2011-02-24 16:00:00,70.91
2011-02-24 17:00:00,179.31
2011-02-24 18:00:00,165.3
2011-02-24 19:00:00,106.4
2011-02-24 20:00:00,91.72
2011-02-24 21:00:00,67.8
2011-02-24 22:00:00,35.09
2011-02-24 23:00:00,30.76
2011-02-25 00:00:00,13.75
2011-02-25 01:00:00,10.98
2011-02-25 02:00:00,6.89
2011-02-25 03:00:00,4.04
2011-02-25 05:00:00,8.81
2011-02-25 06:00:00,43.18
2011-02-25 07:00:00,64.11
2011-02-25 08:00:00,120.6
2011-02-25 09:00:00,88.32
2011-02-25 10:00:00,46.19
2011-02-25 11:00:00,133.58
2011-02-25 12:00:00,168.53
2011-02-25 13:00:00,166.45
2011-02-25 14:00:00,172.75
2011-02-25 15:00:00,180.48
2011-02-25 16:00:00,101.02
2011-02-25 17:00:00,185.56
2011-02-25 18:00:00,169.25
2011-02-25 19:00:00,105.64
2011-02-25 20:00:00,72.08
2011-02-25 21:00:00,55.37
2011-02-25 22:00:00,42.06
2011-02-25 23:00:00,29.6
2011-02-26 00:00:00,33.27
2011-02-26 01:00:00,21.29
2011-02-26 02:00:00,18.74
2011-02-26 03:00:00,13.87
2011-02-26 04:00:00,3.61
2011-02-26 05:00:00,3.78
2011-02-26 06:00:00,5.85
2011-02-26 07:00:00,19.24
2011-02-26 08:00:00,30.85
2011-02-26 09:00:00,55.04
2011-02-26 10:00:00,112.51
2011-02-26 11:00:00,128.59
2011-02-26 12:00:00,141.17
2011-02-26 13:00:00,154.06
2011-02-26 14:00:00,149.16
2011-02-26 15:00:00,153.65
2011-02-26 16:00:00,145.25
2011-02-26 17:00:00,129.42
2011-02-26 18:00:00,107.63
2011-02-26 19:00:00,74.67
2011-02-26 20:00:00,52.75
2011-02-26 21:00:00,43.65
2011-02-26 22:00:00,42.86
2011-02-26 23:00:00,37.63
2011-02-27 00:00:00,36.44
2011-02-27 01:00:00,30.46
2011-02-27 02:00:00,25.57
2011-02-27 03:00:00,13.24
2011-02-27 04:00:00,5.42
2011-02-27 06:00:00,5.54
2011-02-27 07:00:00,14.21
2011-02-27 08:00:00,31.17
2011-02-27 09:00:00,57.15
2011-02-27 10:00:00,93.26
2011-02-27 11:00:00,129.2
2011-02-27 12:00:00,157.11
2011-02-27 13:00:00,163.02
2011-02-27 14:00:00,180.09
2011-02-27 15:00:00,243.93
2011-02-27 16:00:00,259.91
2011-02-27 17:00:00,126.25
2011-02-27 18:00:00,105.42
2011-02-27 19:00:00,78.79
2011-02-27 20:00:00,62.64
2011-02-27 21:00:00,64.55
2011-02-27 22:00:00,47.17
2011-02-27 23:00:00,39.72
2011-02-28 00:00:00,15.83
2011-02-28 01:00:00,5.47
2011-02-28 03:00:00,2.34
2011-02-28 05:00:00,8.98
2011-02-28 06:00:00,47.99
2011-02-28 07:00:00,106.67
2011-02-28 08:00:00,196.74
2011-02-28 09:00:00,132.57
2011-02-28 10:00:00,90.11
2011-02-28 11:00:00,110.82
2011-02-28 12:00:00,124.85
2011-02-28 13:00:00,106.37
2011-02-28 14:00:00,60.4
2011-02-28 15:00:00,58.7
2011-02-28 16:00:00,77.04
2011-02-28 17:00:00,169.08
2011-02-28 18:00:00,192.31
2011-02-28 19:00:00,116.35
2011-02-28 20:00:00,99.22
2011-02-28 21:00:00,81.24
2011-02-28 22:00:00,34.99
2011-02-28 23:00:00,23.57
2011-03-20 00:00:00,40.17
2011-03-20 01:00:00,35.3
2011-03-20 02:00:00,25.54
2011-03-20 03:00:00,14.49
2011-03-20 04:00:00,2.74
2011-03-20 05:00:00,3.08
2011-03-20 06:00:00,4.89
2011-03-20 07:00:00,18.92
2011-03-20 08:00:00,41.78
2011-03-20 09:00:00,72.14
2011-03-20 10:00:00,126.55
2011-03-20 11:00:00,149.84
2011-03-20 12:00:00,164.76
2011-03-20 13:00:00,155.29
2011-03-20 14:00:00,155.63
2011-03-20 15:00:00,168.14
2011-03-20 16:00:00,165.36
2011-03-20 17:00:00,172.64
2011-03-20 18:00:00,152.25
2011-03-20 19:00:00,96.73
2011-03-20 20:00:00,80.19
2011-03-20 21:00:00,54.41
2011-03-20 22:00:00,45.38
2011-03-20 23:00:00,32.21
2011-03-21 00:00:00,15.61
2011-03-21 01:00:00,7.35
2011-03-21 02:00:00,4.2
2011-03-21 03:00:00,2.52
2011-03-21 05:00:00,5.35
2011-03-21 06:00:00,50.35
2011-03-21 07:00:00,89.52
2011-03-21 08:00:00,200.43
2011-03-21 09:00:00,141.27
2011-03-21 10:00:00,88.11
2011-03-21 11:00:00,97.95
2011-03-21 12:00:00,116.85
2011-03-21 13:00:00,121.87
2011-03-21 14:00:00,128.06
2011-03-21 15:00:00,140.36
2011-03-21 16:00:00,201.61
2011-03-21 17:00:00,331.34
2011-03-21 18:00:00,317.05
2011-03-21 19:00:00,256.31
2011-03-21 20:00:00,173.33
2011-03-21 21:00:00,112.77
2011-03-21 22:00:00,92.89
2011-03-21 23:00:00,62.97
2011-03-22 00:00:00,25.18
2011-03-22 01:00:00,7.16
2011-03-22 02:00:00,7.76
2011-03-22 03:00:00,3.92
2011-03-22 04:00:00,3.37
2011-03-22 05:00:00,11.37
2011-03-22 06:00:00,51.24
2011-03-22 07:00:00,134.98
2011-03-22 08:00:00,225.2
2011-03-22 09:00:00,124.47
2011-03-22 10:00:00,112.17
2011-03-22 11:00:00,103.35
2011-03-22 12:00:00,153.3
2011-03-22 13:00:00,120.62
2011-03-22 14:00:00,125.75
2011-03-22 15:00:00,125.48
2011-03-22 16:00:00,200.41
2011-03-22 17:00:00,330.9
2011-03-22 18:00:00,315.52
2011-03-22 19:00:00,170.25
2011-03-22 20:00:00,121.33
2011-03-22 21:00:00,86.39
2011-03-22 22:00:00,61.86
2011-03-22 23:00:00,44.99
2011-03-23 00:00:00,17.66
2011-03-23 01:00:00,7.42
2011-03-23 02:00:00,3.58
2011-03-23 03:00:00,2.8
2011-03-23 05:00:00,6.83
2011-03-23 06:00:00,51.31
2011-03-23 07:00:00,113.79
2011-03-23 08:00:00,211.47
2011-03-23 09:00:00,149.07
2011-03-23 10:00:00,79.78
2011-03-23 11:00:00,75.51
2011-03-23 12:00:00,78.8
2011-03-23 13:00:00,75.03
2011-03-23 14:00:00,91.11
2011-03-23 15:00:00,93.32
2011-03-23 16:00:00,131.5
2011-03-23 17:00:00,232.0
2011-03-23 18:00:00,191.38
2011-03-23 19:00:00,125.53
2011-03-23 20:00:00,94.38
2011-03-23 21:00:00,51.52
2011-03-23 22:00:00,43.79
2011-03-23 23:00:00,28.87
2011-03-24 00:00:00,11.74
2011-03-24 01:00:00,5.89
2011-03-24 02:00:00,3.4
2011-03-24 03:00:00,2.66
2011-03-24 04:00:00,2.4
2011-03-24 05:00:00,5.91
2011-03-24 06:00:00,38.37
2011-03-24 07:00:00,75.18
2011-03-24 08:00:00,96.55
2011-03-24 09:00:00,125.13
2011-03-24 10:00:00,73.4
2011-03-24 11:00:00,89.14
2011-03-24 12:00:00,99.53
2011-03-24 13:00:00,96.97
2011-03-24 14:00:00,96.24
2011-03-24 15:00:00,96.29
2011-03-24 16:00:00,113.05
2011-03-24 17:00:00,201.7
2011-03-24 18:00:00,188.75
2011-03-24 19:00:00,126.13
2011-03-24 20:00:00,92.7
2011-03-24 21:00:00,66.64
2011-03-24 22:00:00,52.56
2011-03-24 23:00:00,35.48
2011-03-25 00:00:00,15.68
2011-03-25 01:00:00,11.53
2011-03-25 02:00:00,3.65
2011-03-25 03:00:00,2.06
2011-03-25 04:00:00,1.75
2011-03-25 05:00:00,6.8
2011-03-25 06:00:00,36.83
2011-03-25 07:00:00,110.16
2011-03-25 08:00:00,214.05
2011-03-25 09:00:00,142.86
2011-03-25 10:00:00,89.86
2011-03-25 11:00:00,95.17
2011-03-25 12:00:00,108.22
2011-03-25 13:00:00,112.13
2011-03-25 14:00:00,124.12
2011-03-25 15:00:00,117.86
2011-03-25 16:00:00,148.51
2011-03-25 17:00:00,212.93
2011-03-25 18:00:00,200.1
2011-03-25 19:00:00,139.06
2011-03-25 20:00:00,90.62
2011-03-25 21:00:00,68.99
2011-03-25 22:00:00,50.8
2011-03-25 23:00:00,36.31
2011-03-26 00:00:00,35.02
2011-03-26 01:00:00,28.18
2011-03-26 02:00:00,18.22
2011-03-26 03:00:00,13.97
2011-03-26 04:00:00,3.94
2011-03-26 05:00:00,3.34
2011-03-26 06:00:00,10.1
2011-03-26 07:00:00,37.09
2011-03-26 08:00:00,71.74
2011-03-26 09:00:00,89.26
2011-03-26 10:00:00,118.52
2011-03-26 11:00:00,127.57
2011-03-26 12:00:00,150.63
2011-03-26 13:00:00,162.77
2011-03-26 14:00:00,176.92
2011-03-26 15:00:00,180.0
2011-03-26 16:00:00,177.32
2011-03-26 17:00:00,174.82
2011-03-26 18:00:00,161.67
2011-03-26 19:00:00,89.66
2011-03-26 20:00:00,67.22
2011-03-26 21:00:00,51.45
2011-03-26 22:00:00,47.59
2011-03-26 23:00:00,34.9
2011-03-27 00:00:00,36.78
2011-03-27 01:00:00,25.64
2011-03-27 02:00:00,19.04
2011-03-27 03:00:00,14.24
2011-03-27 04:00:00,4.77
2011-03-27 06:00:00,9.21
2011-03-27 07:00:00,50.07
2011-03-27 08:00:00,66.71
2011-03-27 09:00:00,75.6
2011-03-27 10:00:00,104.16
2011-03-27 11:00:00,117.78
2011-03-27 12:00:00,132.25
2011-03-27 13:00:00,151.2
2011-03-27 14:00:00,168.95
2011-03-27 15:00:00,171.84
2011-03-27 16:00:00,184.68
2011-03-27 17:00:00,159.96
2011-03-27 18:00:00,134.94
2011-03-27 19:00:00,94.4
2011-03-27 20:00:00,68.35
2011-03-27 21:00:00,45.14
2011-03-27 22:00:00,40.68
2011-03-27 23:00:00,32.99
2011-03-28 00:00:00,13.58
2011-03-28 01:00:00,6.11
2011-03-28 02:00:00,3.65
2011-03-28 03:00:00,1.74
2011-03-28 05:00:00,5.75
2011-03-28 06:00:00,39.89
2011-03-28 07:00:00,122.76
2011-03-28 08:00:00,211.55
2011-03-28 09:00:00,143.79
2011-03-28 10:00:00,91.11
2011-03-28 11:00:00,93.31
2011-03-28 12:00:00,105.99
2011-03-28 13:00:00,108.89
2011-03-28 14:00:00,108.79
2011-03-28 15:00:00,109.17
2011-03-28 16:00:00,147.63
2011-03-28 17:00:00,234.25
2011-03-28 18:00:00,228.56
2011-03-28 19:00:00,152.78
2011-03-28 20:00:00,107.81
2011-03-28 21:00:00,72.79
2011-03-28 22:00:00,49.97
2011-03-28 23:00:00,30.3
2011-03-29 00:00:00,15.74
2011-03-29 01:00:00,4.78
2011-03-29 02:00:00,6.73
2011-03-29 03:00:00,2.7
2011-03-29 04:00:00,1.44
2011-03-29 05:00:00,5.33
2011-03-29 06:00:00,41.12
2011-03-29 07:00:00,122.76
2011-03-29 08:00:00,218.6
2011-03-29 09:00:00,144.36
2011-03-29 10:00:00,97.27
2011-03-29 11:00:00,101.86
2011-03-29 12:00:00,109.2
2011-03-29 13:00:00,108.33
2011-03-29 14:00:00,113.67
2011-03-29 15:00:00,117.2
2011-03-29 16:00:00,148.51
2011-03-29 17:00:00,260.87
2011-03-29 18:00:00,248.02
2011-03-29 19:00:00,160.12
2011-03-29 20:00:00,118.73
2011-03-29 21:00:00,77.79
2011-03-29 22:00:00,56.11
2011-03-29 23:00:00,31.76
2011-03-30 00:00:00,18.64
2011-03-30 01:00:00,9.12
2011-03-30 02:00:00,4.18
2011-03-30 03:00:00,4.57
2011-03-30 04:00:00,2.96
2011-03-30 05:00:00,7.57
2011-03-30 06:00:00,49.22
2011-03-30 07:00:00,135.15
2011-03-30 08:00:00,227.4
2011-03-30 09:00:00,145.68
2011-03-30 10:00:00,88.87
2011-03-30 11:00:00,90.78
2011-03-30 12:00:00,101.17
2011-03-30 13:00:00,109.31
2011-03-30 14:00:00,97.8
2011-03-30 15:00:00,79.82
2011-03-30 16:00:00,83.11
2011-03-30 17:00:00,171.39
2011-03-30 18:00:00,164.96
2011-03-30 19:00:00,108.36
2011-03-30 20:00:00,73.19
2011-03-30 21:00:00,61.43
2011-03-30 22:00:00,36.05
2011-03-30 23:00:00,29.13
2011-03-31 00:00:00,6.59
2011-03-31 01:00:00,5.88
2011-03-31 02:00:00,3.94
2011-03-31 03:00:00,2.45
2011-03-31 04:00:00,2.23
2011-03-31 05:00:00,5.76
2011-03-31 06:00:00,31.64
2011-03-31 07:00:00,94.83
2011-03-31 08:00:00,145.99
2011-03-31 09:00:00,99.4
2011-03-31 10:00:00,63.11
2011-03-31 11:00:00,62.68
2011-03-31 12:00:00,62.75
2011-03-31 13:00:00,65.8
2011-03-31 14:00:00,63.93
2011-03-31 15:00:00,59.33
2011-03-31 16:00:00,107.26
2011-03-31 17:00:00,194.31
2011-03-31 18:00:00,192.13
2011-03-31 19:00:00,121.7
2011-03-31 20:00:00,74.42
2011-03-31 21:00:00,67.32
2011-03-31 22:00:00,37.03
2011-03-31 23:00:00,34.41
2011-04-20 00:00:00,28.65
2011-04-20 01:00:00,6.75
2011-04-20 02:00:00,6.89
2011-04-20 03:00:00,4.08
2011-04-20 04:00:00,5.15
2011-04-20 05:00:00,10.57
2011-04-20 06:00:00,54.31
2011-04-20 07:00:00,165.49
2011-04-20 08:00:00,382.5
2011-04-20 09:00:00,159.45
2011-04-20 10:00:00,113.27
2011-04-20 11:00:00,118.05
2011-04-20 12:00:00,142.54
2011-04-20 13:00:00,142.82
2011-04-20 14:00:00,140.18
2011-04-20 15:00:00,142.57
2011-04-20 16:00:00,225.82
2011-04-20 17:00:00,359.04
2011-04-20 18:00:00,361.08
2011-04-20 19:00:00,305.01
2011-04-20 20:00:00,224.85
2011-04-20 21:00:00,166.12
2011-04-20 22:00:00,122.6
2011-04-20 23:00:00,74.38
2011-04-21 00:00:00,31.64
2011-04-21 01:00:00,16.72
2011-04-21 02:00:00,12.29
2011-04-21 03:00:00,5.38
2011-04-21 04:00:00,4.13
2011-04-21 05:00:00,7.64
2011-04-21 06:00:00,52.77
2011-04-21 07:00:00,168.85
2011-04-21 08:00:00,211.57
2011-04-21 09:00:00,164.79
2011-04-21 10:00:00,125.4
2011-04-21 11:00:00,149.32
2011-04-21 12:00:00,165.02
2011-04-21 13:00:00,149.28
2011-04-21 14:00:00,126.73
2011-04-21 15:00:00,127.0
2011-04-21 16:00:00,217.75
2011-04-21 17:00:00,331.1
2011-04-21 18:00:00,304.83
2011-04-21 19:00:00,224.34
2011-04-21 20:00:00,145.75
2011-04-21 21:00:00,100.58
2011-04-21 22:00:00,77.19
2011-04-21 23:00:00,50.45
2011-04-22 00:00:00,27.02
2011-04-22 01:00:00,21.78
2011-04-22 02:00:00,7.71
2011-04-22 03:00:00,5.3
2011-04-22 04:00:00,4.12
2011-04-22 05:00:00,7.54
2011-04-22 06:00:00,58.98
2011-04-22 07:00:00,115.13
2011-04-22 08:00:00,192.87
2011-04-22 09:00:00,123.01
2011-04-22 10:00:00,124.14
2011-04-22 11:00:00,72.3
2011-04-22 12:00:00,83.68
2011-04-22 13:00:00,43.72
2011-04-22 14:00:00,30.88
2011-04-22 15:00:00,45.06
2011-04-22 16:00:00,89.24
2011-04-22 17:00:00,162.5
2011-04-22 18:00:00,153.69
2011-04-22 19:00:00,106.54
2011-04-22 20:00:00,83.52
2011-04-22 21:00:00,58.45
2011-04-22 22:00:00,42.71
2011-04-22 23:00:00,47.46
2011-04-23 00:00:00,35.52
2011-04-23 01:00:00,30.31
2011-04-23 02:00:00,27.23
2011-04-23 03:00:00,18.53
2011-04-23 04:00:00,6.59
2011-04-23 05:00:00,6.78
